tag	version	custom	abstract	datatype	iord	tlabel	doc
LowestQuarterlyReturnLabel	rr/2012	0	0	string	D	Lowest Quarterly Return, Label	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart.
LowestQuarterlyReturnLabel	rr/2018	0	0	string	D	Lowest Quarterly Return, Label	If the Fund has annual returns for at least one calendar year, provide a bar chart showing the Fund's annual total returns for each of the last 10 calendar years (or for the life of the Fund if less than 10 years), but only for periods subsequent to the effective date of the Fund's registration statement. Present the corresponding numerical return adjacent to each bar. If the Fund's fiscal year is other than a calendar year, include the year-to-date return information as of the end of the most recent quarter in a footnote to the bar chart. Following the bar chart, disclose the Fund's highest and lowest return for a quarter during the 10 years or other period of the bar chart.
ManagementFeesOverAssets	rr/2012	0	0	NonNegativePure4Type	D	Management Fees (as a percentage of Assets)	Management Fees include investment advisory fees (including any fees based on the Fund's performance), any other management fees payable to the investment adviser or its affiliates, and administrative fees payable to the investment adviser or its affiliates that are not included as "Other Expenses.
ManagementFeesOverAssets	rr/2018	0	0	NonNegativePure4Type	D	Management Fees (as a percentage of Assets)	Management Fees include investment advisory fees (including any fees based on the Fund's performance), any other management fees payable to the investment adviser or its affiliates, and administrative fees payable to the investment adviser or its affiliates that are not included as "Other Expenses."
MarketIndexPerformanceTableTextBlock	rr/2012	0	0	textBlock	D	Market Index Performance [Table]	Contains a command for the SEC Viewer for the role corresponding to MarketIndexPerformanceData.
MarketIndexPerformanceTableTextBlock	rr/2018	0	0	textBlock	D	Market Index Performance [Table]	Contains a command for the SEC Viewer for the role corresponding to MarketIndexPerformanceData.
MaximumAccountFee	rr/2012	0	0	NonNegativeMonetaryT	D	Maximum Account Fee	Include the caption "Maximum Account Fees" only if the Fund charges these fees. A Fund may omit other captions if the Fund does not charge the fees or expenses covered by the captions. Disclose account fees that may be charged to a typical investor in the Fund; fees that apply to only a limited number of shareholders based on their particular circumstances need not be disclosed. Include a caption describing the maximum account fee (e.g., "Maximum Account Maintenance Fee" or "Maximum Cash Management Fee"). State the maximum annual account fee as either a fixed dollar amount or a percentage of assets. Include in a parenthetical to the caption the basis on which any percentage is calculated. If an account fee is charged only to accounts that do not meet a certain threshold (e.g., accounts under $5)
MaximumAccountFee	rr/2018	0	0	NonNegativeMonetaryT	D	Maximum Account Fee	Include the caption "Maximum Account Fees" only if the Fund charges these fees. A Fund may omit other captions if the Fund does not charge the fees or expenses covered by the captions. Disclose account fees that may be charged to a typical investor in the Fund; fees that apply to only a limited number of shareholders based on their particular circumstances need not be disclosed. Include a caption describing the maximum account fee (e.g., "Maximum Account Maintenance Fee" or "Maximum Cash Management Fee"). State the maximum annual account fee as either a fixed dollar amount or a percentage of assets. Include in a parenthetical to the caption the basis on which any percentage is calculated. If an account fee is charged only to accounts that do not meet a certain threshold (e.g., accounts under $5)
MaximumAccountFeeOverAssets	rr/2018	0	0	NonNegativePure4Type	D	Maximum Account Fee (as a percentage of Assets)	Include the caption "Maximum Account Fees" only if the Fund charges these fees. A Fund may omit other captions if the Fund does not charge the fees or expenses covered by the captions. Disclose account fees that may be charged to a typical investor in the Fund; fees that apply to only a limited number of shareholders based on their particular circumstances need not be disclosed. Include a caption describing the maximum account fee (e.g., "Maximum Account Maintenance Fee" or "Maximum Cash Management Fee"). State the maximum annual account fee as either a fixed dollar amount or a percentage of assets. Include in a parenthetical to the caption the basis on which any percentage is calculated. If an account fee is charged only to accounts that do not meet a certain threshold (e.g., accounts under $5)
MaximumCumulativeSalesChargeOverOfferingPrice	rr/2012	0	0	NonNegativePure4Type	D	Maximum Cumulative Sales Charge (as a percentage of Offering Price)	Maximum Sales Charge (Load) Imposed on Purchases (as a percentage of offering price). If a sales charge (load) is imposed on shares purchased with reinvested capital gains distributions or returns of capital, include the bracketed words in the third caption.
MaximumCumulativeSalesChargeOverOfferingPrice	rr/2018	0	0	NonNegativePure4Type	D	Maximum Cumulative Sales Charge (as a percentage of Offering Price)	Maximum Sales Charge (Load) Imposed on Purchases (as a percentage of offering price). If a sales charge (load) is imposed on shares purchased with reinvested capital gains distributions or returns of capital, include the bracketed words in the third caption.
MaximumCumulativeSalesChargeOverOther	rr/2012	0	0	NonNegativePure4Type	D	Maximum Cumulative Sales Charge (as a percentage)	Maximum Sales Charge (Load) Imposed on Purchases (as a percentage of offering price). If a sales charge (load) is imposed on shares purchased with reinvested capital gains distributions or returns of capital, include the bracketed words in the third caption.
MaximumCumulativeSalesChargeOverOther	rr/2018	0	0	NonNegativePure4Type	D	Maximum Cumulative Sales Charge (as a percentage)	Maximum Sales Charge (Load) Imposed on Purchases (as a percentage of offering price). If a sales charge (load) is imposed on shares purchased with reinvested capital gains distributions or returns of capital, include the bracketed words in the third caption.
MaximumDeferredSalesChargeOverOfferingPrice	rr/2012	0	0	NonNegativePure4Type	D	Maximum Deferred Sales Charge (as a percentage of Offering Price)	Maximum Deferred Sales Charge (Load) (as a percentage of ____) A.3.instructions.2.a.i "Maximum Deferred Sales Charge (Load)" includes the maximum total deferred sales charge (load) payable upon redemption, in installments, or both, expressed as a percentage of the amount or amounts stated in response to Item 7(a), except that, for a sales charge (load) based on net asset value at the time of purchase, show the sales charge (load) as a percentage of the offering price at the time of purchase. A Fund may include in a footnote to the table, if applicable, a tabular presentation showing the amount of deferred sales charges (loads) over time or a narrative explanation of the sales charges (loads) (e.g., __% in the first year after purchase, declining to __% in the __ year and eliminated thereafter). A.3.instructions.2.a.ii If more than one type of sales charge (load) is imposed (e.g., a deferred sales charge (load) and a front-end sales charge (load)), the first caption in the table should read "Maximum Sales Charge (Load)" and show the maximum cumulative percentage. Show the percentage amounts and the terms of each sales charge (load) comprising that figure on separate lines below.
