adsh	cik	name	countryba	stprba	cityba	zipba	bas1	bas2	baph	countryma	stprma	cityma	zipma	mas1	mas2	countryinc	stprinc	ein	former	changed	fye	pdate	effdate	form	filed	accepted	instance	nciks	aciks
0000894189-18-005510	1141819	TRUST FOR PROFESSIONAL MANAGERS	US	WI	MILWAUKEE	53202	U.S. BANCORP FUND SERVICES LLC	615 EAST MICHIGAN ST 2ND FLOOR	4147655067	US	WI	MILWAUKEE	53202	U.S. BANCORP FUND SERVICES LLC	615 EAST MICHIGAN ST 2ND FLOOR	US	DE	000000000	ZODIAC TRUST	20010601		20180928	20180928	485BPOS	20181004	2018-10-04 09:16:00.0	ck0001141819-20180921.xml	1	
0000894189-18-005521	1511699	MANAGED PORTFOLIO SERIES	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET				000000000				20180928	20180928	485BPOS	20181004	2018-10-04 17:08:00.0	ck0001511699-20180925.xml	1	
0000894189-18-005528	1141819	TRUST FOR PROFESSIONAL MANAGERS	US	WI	MILWAUKEE	53202	U.S. BANCORP FUND SERVICES LLC	615 EAST MICHIGAN ST 2ND FLOOR	4147655067	US	WI	MILWAUKEE	53202	U.S. BANCORP FUND SERVICES LLC	615 EAST MICHIGAN ST 2ND FLOOR	US	DE	000000000	ZODIAC TRUST	20010601		20180930	20180930	485BPOS	20181005	2018-10-05 10:42:00.0	ck0001141819-20180926.xml	1	
0000894189-18-005531	887215	JENSEN QUALITY GROWTH FUND INC	US	OR	LAKE OSWEGO	97035	5300 MEADOWS ROAD	SUITE 250	800-221-4384	US	OR	LAKE OSWEGO	97035	5300 MEADOWS ROAD	SUITE 250	US	OR	931086448	JENSEN QUALITY GROWTH FUND, INC.	20180323	0531	20180930	20180930	485BPOS	20181005	2018-10-05 10:52:00.0	ck0000887215-20180928.xml	1	
0000894189-18-005532	1141819	TRUST FOR PROFESSIONAL MANAGERS	US	WI	MILWAUKEE	53202	U.S. BANCORP FUND SERVICES LLC	615 EAST MICHIGAN ST 2ND FLOOR	4147655067	US	WI	MILWAUKEE	53202	U.S. BANCORP FUND SERVICES LLC	615 EAST MICHIGAN ST 2ND FLOOR	US	DE	000000000	ZODIAC TRUST	20010601		20180928	20180928	485BPOS	20181005	2018-10-05 10:54:00.0	ck0001141819-20180925.xml	1	
0000894189-18-005546	1698609	BMT INVESTMENT FUNDS	US	PA	BRYN MAWR	19010	10 SOUTH BRYN MAWR AVENUE		610-581-4748	US	PA	BRYN MAWR	19010	10 SOUTH BRYN MAWR AVENUE		US	DE	815378745			0531	20180928	20180928	485BPOS	20181005	2018-10-05 16:42:00.0	ck0001698609-20180925.xml	1	
0000894189-18-005549	1540305	ETF SERIES SOLUTIONS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		US	DE	000000000			1112	20180930	20180930	485BPOS	20181009	2018-10-09 10:17:00.0	ck0001540305-20180928.xml	1	
0000894189-18-005550	1415726	INNOVATOR ETFS TRUST	US	IL	WHEATON	60187	120 NORTH HALE STREET	SUITE 200	800-621-1675	US	IL	WHEATON	60187	120 NORTH HALE STREET	SUITE 200	US	DE	000000000	INNOVATOR ETFS TRUST	20170825	1130	20181001	20181001	485BPOS	20181009	2018-10-09 10:36:00.0	ck0001415726-20181001.xml	1	
0000894189-18-005551	1415726	INNOVATOR ETFS TRUST	US	IL	WHEATON	60187	120 NORTH HALE STREET	SUITE 200	800-621-1675	US	IL	WHEATON	60187	120 NORTH HALE STREET	SUITE 200	US	DE	000000000	INNOVATOR ETFS TRUST	20170825	1130	20181001	20181001	485BPOS	20181009	2018-10-09 10:46:00.0	ck0001415726-20181001.xml	1	
0000894189-18-005552	1415726	INNOVATOR ETFS TRUST	US	IL	WHEATON	60187	120 NORTH HALE STREET	SUITE 200	800-621-1675	US	IL	WHEATON	60187	120 NORTH HALE STREET	SUITE 200	US	DE	000000000	INNOVATOR ETFS TRUST	20170825	1130	20181001	20181001	485BPOS	20181009	2018-10-09 10:58:00.0	ck0001415726-20181001.xml	1	
0000894189-18-005553	1359057	MANAGER DIRECTED PORTFOLIOS	US	WI	MILWAUKEE	53202	C/O U.S. BANCORP FUND SERVICES, LLC	615 E. MICHIGAN STREET	9522306140	US	WI	MILWAUKEE	53202	C/O U.S. BANCORP FUND SERVICES, LLC	615 E. MICHIGAN STREET	US	DE	571138125	ROXBURY FUNDS	20060411	0630	20180928	20180928	485BPOS	20181009	2018-10-09 11:20:00.0	ck0001359057-20180926.xml	1	
0000894189-18-005554	1359057	MANAGER DIRECTED PORTFOLIOS	US	WI	MILWAUKEE	53202	C/O U.S. BANCORP FUND SERVICES, LLC	615 E. MICHIGAN STREET	9522306140	US	WI	MILWAUKEE	53202	C/O U.S. BANCORP FUND SERVICES, LLC	615 E. MICHIGAN STREET	US	DE	571138125	ROXBURY FUNDS	20060411	0630	20180928	20180928	485BPOS	20181009	2018-10-09 11:36:00.0	ck0001359057-20180927.xml	1	
0000894189-18-005573	1105877	ALLIED ASSET ADVISORS FUNDS	US	IL	OAK BROOK	60523	721 ENTERPRISE DRIVE	SUITE 100	4147656029	US	IL	OAK BROOK	60523	721 ENTERPRISE DRIVE	SUITE 100	US	DE	000000000	AAA FUNDS	20000209	1231	20180928	20180928	485BPOS	20181011	2018-10-11 15:50:00.0	ck0001105877-20180928.xml	1	
0000894189-18-005584	1540305	ETF SERIES SOLUTIONS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		US	DE	000000000			1112	20180727	20181010	497	20181012	2018-10-12 09:49:00.0	ck0001540305-20181010.xml	1	
0000894189-18-005698	870355	QUAKER INVESTMENT TRUST	US	PA	BERWYN	19312	1180 W. SWEDESFORD RD., SUITE 150		888-220-8888	US	PA	BERWYN	19312	1180 W. SWEDESFORD RD., SUITE 150		US	MA	000000000			0630	20181002	20181002	485BPOS	20181022	2018-10-22 14:43:00.0	ck0000870355-20181002.xml	1	
0000894189-18-005710	870355	QUAKER INVESTMENT TRUST	US	PA	BERWYN	19312	1180 W. SWEDESFORD RD., SUITE 150		888-220-8888	US	PA	BERWYN	19312	1180 W. SWEDESFORD RD., SUITE 150		US	MA	000000000			0630	20181002	20181011	497	20181023	2018-10-22 19:19:00.0	ck0000870355-20181011.xml	1	
0000894189-18-005718	1540305	ETF SERIES SOLUTIONS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		US	DE	000000000			1112	20181017	20181017	485BPOS	20181023	2018-10-23 12:32:00.0	ck0001540305-20181017.xml	1	
0000894189-18-005973	1511699	MANAGED PORTFOLIO SERIES	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET				000000000				20181028	20181028	485BPOS	20181031	2018-10-31 10:28:00.0	ck0001511699-20181024.xml	1	
0000894189-18-005981	1511699	MANAGED PORTFOLIO SERIES	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET				000000000				20181028	20181028	485BPOS	20181031	2018-10-31 11:56:00.0	ck0001511699-20181026.xml	1	
0000894189-18-006001	1511699	MANAGED PORTFOLIO SERIES	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET				000000000				20181028	20181028	485BPOS	20181031	2018-10-31 13:54:00.0	ck0001511699-20181024.xml	1	
0000894189-18-006097	1506768	LOCORR INVESTMENT TRUST	US	MN	EXCELSIOR	55331	687 EXCELSIOR BLVD		952-767-2920	US	MN	EXCELSIOR	55331	687 EXCELSIOR BLVD		US	OH	000000000			1231	20180701	20181018	497	20181102	2018-11-02 14:58:00.0	ck0001506768-20181018.xml	1	
0000894189-18-006098	1506768	LOCORR INVESTMENT TRUST	US	MN	EXCELSIOR	55331	687 EXCELSIOR BLVD		952-767-2920	US	MN	EXCELSIOR	55331	687 EXCELSIOR BLVD		US	OH	000000000			1231	20180701	20181018	497	20181102	2018-11-02 15:06:00.0	ck0001506768-20181018.xml	1	
0000894189-18-006100	1540305	ETF SERIES SOLUTIONS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		US	DE	000000000			1112	20181031	20181031	485BPOS	20181102	2018-11-02 16:16:00.0	ck0001540305-20181026.xml	1	
0000894189-18-006131	1540305	ETF SERIES SOLUTIONS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		US	DE	000000000			1112	20180509	20181101	497	20181106	2018-11-06 13:51:00.0	ck0001540305-20181101.xml	1	
0000894189-18-006132	1261788	TRUST FOR ADVISED PORTFOLIOS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		US	DE	000000000	ZIEGLER CAPITAL MANAGEMENT INVESTMENT TRUST	20130128		20181031	20181031	485BPOS	20181106	2018-11-06 14:03:00.0	ck0001261788-20181026.xml	1	
0000894189-18-006133	1261788	TRUST FOR ADVISED PORTFOLIOS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		US	DE	000000000	ZIEGLER CAPITAL MANAGEMENT INVESTMENT TRUST	20130128		20181028	20181028	485BPOS	20181106	2018-11-06 14:04:00.0	ck0001261788-20181026.xml	1	
0000894189-18-006142	1679949	MATRIX ADVISORS FUNDS TRUST	US	NY	WHITE PLAINS	10606	10 BANK STREET, SUITE 590		800-366-6623	US	NY	WHITE PLAINS	10606	10 BANK STREET, SUITE 590		US	DE	000000000			0630	20181031	20181031	485BPOS	20181106	2018-11-06 16:03:00.0	ck0001679949-20181026.xml	1	
0000894189-18-006144	720498	MATRIX ADVISORS VALUE FUND INC	US	CA	GLENDORA	91741	2020 EAST FINANCIAL WAY, SUITE 100		800-366-6223	US	NY	WHITE PLAINS	10606	10 BANK STREET, SUITE 590		US	MD	222457376	MATRIX/LMH VALUE FUND	19980903	0630	20181031	20181031	485BPOS	20181106	2018-11-06 16:13:00.0	ck0000720498-20181026.xml	1	
0000894189-18-006153	1359057	MANAGER DIRECTED PORTFOLIOS	US	WI	MILWAUKEE	53202	C/O U.S. BANCORP FUND SERVICES, LLC	615 E. MICHIGAN STREET	9522306140	US	WI	MILWAUKEE	53202	C/O U.S. BANCORP FUND SERVICES, LLC	615 E. MICHIGAN STREET	US	DE	571138125	ROXBURY FUNDS	20060411	0630	20181031	20181031	485BPOS	20181107	2018-11-07 10:50:00.0	ck0001359057-20181022.xml	1	
0000894189-18-006176	1618627	PENN CAPITAL FUNDS TRUST	US	PA	PHILADELPHIA	19112	1200 INTREPID AVE., SUITE 400		215-302-1500	US	PA	PHILADELPHIA	19112	1200 INTREPID AVE., SUITE 400		US	DE	000000000			0630	20181031	20181031	485BPOS	20181108	2018-11-08 10:00:00.0	ck0001618627-20181029.xml	1	
0000894189-18-006177	1591939	ABSOLUTE SHARES TRUST	US	NJ	RED BANK	07701	C/O WBI INVESTMENTS, INC.	331 NEWMAN SPRINGS ROAD, SUITE 122	732-842-4920	US	NJ	RED BANK	07701	C/O WBI INVESTMENTS, INC.	331 NEWMAN SPRINGS ROAD, SUITE 122	US	DE	000000000			0630	20181031	20181031	485BPOS	20181108	2018-11-08 10:22:00.0	ck0001591939-20181024.xml	1	
0000894189-18-006193	1014913	FRONTIER FUNDS, INC.	US	WI	MILWAUKEE	53202	U.S. BANCORP FUND SERVICES, LLC	615 EAST MICHIGAN STREET, THIRD FLOOR	1-888-825-2100	US	IL	NORTHBROOK	60062	400 SKOKIE BLVD	SUITE 500	US	MD	364104131	FRONTEGRA FUNDS INC	19960520	0630	20181031	20181031	485BPOS	20181109	2018-11-09 11:43:00.0	ck0001014913-20181029.xml	1	
0000894189-18-006194	1014913	FRONTIER FUNDS, INC.	US	WI	MILWAUKEE	53202	U.S. BANCORP FUND SERVICES, LLC	615 EAST MICHIGAN STREET, THIRD FLOOR	1-888-825-2100	US	IL	NORTHBROOK	60062	400 SKOKIE BLVD	SUITE 500	US	MD	364104131	FRONTEGRA FUNDS INC	19960520	0630	20181031	20181106	497	20181109	2018-11-09 11:44:00.0	ck0001014913-20181106.xml	1	
0000894189-18-006202	1027596	ADVISORS SERIES TRUST	US	WI	MILWAUKEE	53202	U.S BANCORP FUND SERVICES, LLC	615 E MICHIGAN STREET	414-765-5340	US	WI	MILWAUKEE	53202	615 E MICHIGAN STREET	MK-WI-LC2	US	DE	000000000			1031	20181028	20181028	485BPOS	20181109	2018-11-09 15:08:00.0	ck0001027596-20181025.xml	1	
0000894189-18-006203	1487592	IRONBRIDGE FUNDS, INC.	US	IL	OAKBROOK TERRACE	60181	ONE PARKVIEW PLAZA	SUITE 700	630 684 8300	US	IL	OAKBROOK TERRACE	60181	ONE PARKVIEW PLAZA	SUITE 700			272069446				20181030	20181030	485BPOS	20181109	2018-11-09 15:17:00.0	ck0001487592-20181029.xml	1	
0000894189-18-006205	1282693	BAIRD FUNDS INC	US	WI	MILWAUKEE	53202	777 EAST WISCONSIN AVENUE		414-765-3500	US	WI	MILWAUKEE	53202	777 EAST WISCONSIN AVENUE		US	WI	000000000			1231	20181031	20181031	485BPOS	20181109	2018-11-09 16:36:00.0	ck0001282693-20181026.xml	1	
0000894189-18-006208	811030	PROFESSIONALLY MANAGED PORTFOLIOS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		626-914-7363	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		US	MA	566415270	AVONDALE INVESTMENT TRUST	19910529	1031	20181031	20181031	485BPOS	20181109	2018-11-09 17:05:00.0	ck0000811030-20181029.xml	1	
0000894189-18-006209	811030	PROFESSIONALLY MANAGED PORTFOLIOS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		626-914-7363	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		US	MA	566415270	AVONDALE INVESTMENT TRUST	19910529	1031	20181031	20181101	497	20181109	2018-11-09 17:10:00.0	ck0000811030-20181101.xml	1	
0000894189-18-006228	1359057	MANAGER DIRECTED PORTFOLIOS	US	WI	MILWAUKEE	53202	C/O U.S. BANCORP FUND SERVICES, LLC	615 E. MICHIGAN STREET	9522306140	US	WI	MILWAUKEE	53202	C/O U.S. BANCORP FUND SERVICES, LLC	615 E. MICHIGAN STREET	US	DE	571138125	ROXBURY FUNDS	20060411	0630	20181031	20181031	485BPOS	20181113	2018-11-13 10:13:00.0	ck0001359057-20181031.xml	1	
0000894189-18-006229	1359057	MANAGER DIRECTED PORTFOLIOS	US	WI	MILWAUKEE	53202	C/O U.S. BANCORP FUND SERVICES, LLC	615 E. MICHIGAN STREET	9522306140	US	WI	MILWAUKEE	53202	C/O U.S. BANCORP FUND SERVICES, LLC	615 E. MICHIGAN STREET	US	DE	571138125	ROXBURY FUNDS	20060411	0630	20181031	20181102	497	20181113	2018-11-13 10:15:00.0	ck0001359057-20181102.xml	1	
0000894189-18-006231	1027596	ADVISORS SERIES TRUST	US	WI	MILWAUKEE	53202	U.S BANCORP FUND SERVICES, LLC	615 E MICHIGAN STREET	414-765-5340	US	WI	MILWAUKEE	53202	615 E MICHIGAN STREET	MK-WI-LC2	US	DE	000000000			1031	20180128	20181029	497	20181113	2018-11-13 10:50:00.0	ck0001027596-20181029.xml	1	
0000894189-18-006242	1540305	ETF SERIES SOLUTIONS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		US	DE	000000000			1112	20181110	20181110	485BPOS	20181113	2018-11-13 16:29:00.0	ck0001540305-20181109.xml	1	
0000894189-18-006251	891944	HENNESSY FUNDS TRUST	US	CA	NOVATO	94945	7250  REDWOOD BOULEVARD	SUITE 200	8009664354	US	WI	MILWAUKEE	53202	C/O US BANCORP FUND SERVICES, LLC	615 E MICHIGAN ST MK-WI-LC-2	US	DE	000000000	HENLOPEN FUND	19921217	0630	20180228	20181026	497	20181114	2018-11-14 11:08:00.0	ck0000891944-20181026.xml	1	
0000894189-18-006271	1567101	BRIDGE BUILDER TRUST	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		US	DE	000000000			0630	20181028	20181028	485BPOS	20181115	2018-11-15 12:29:00.0	ck0001567101-20181026.xml	1	
0000894189-18-006273	1567101	BRIDGE BUILDER TRUST	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		US	DE	000000000			0630	20181028	20181028	485BPOS	20181115	2018-11-15 12:32:00.0	ck0001567101-20181026.xml	1	
0000894189-18-006285	1548609	BROWN ADVISORY FUNDS	US	MD	BALTIMORE	21231	901 SOUTH BOND STREET		410-537-5400	US	MD	BALTIMORE	21231	901 SOUTH BOND STREET		US	DE	000000000			0630	20181031	20181031	485BPOS	20181116	2018-11-16 11:26:00.0	ck0001548609-20181031.xml	1	
0000894189-18-006353	1540305	ETF SERIES SOLUTIONS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		US	DE	000000000			1112	20170913	20181113	497	20181121	2018-11-21 12:47:00.0	ck0001540305-20181113.xml	1	
0000894189-18-006364	1540305	ETF SERIES SOLUTIONS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		US	DE	000000000			1112	20181116	20181116	497	20181123	2018-11-23 09:38:00.0	ck0001540305-20181116.xml	1	
0000894189-18-006421	1540305	ETF SERIES SOLUTIONS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		US	DE	000000000			1112	20181120	20181120	485BPOS	20181127	2018-11-27 14:34:00.0	ck0001540305-20181120.xml	1	
0000894189-18-006499	1261788	TRUST FOR ADVISED PORTFOLIOS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		US	DE	000000000	ZIEGLER CAPITAL MANAGEMENT INVESTMENT TRUST	20130128		20180228	20181115	497	20181128	2018-11-28 17:27:00.0	ck0001261788-20181115.xml	1	
0000894189-18-006558	1540305	ETF SERIES SOLUTIONS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		US	DE	000000000			1112	20181130	20181130	485BPOS	20181130	2018-11-30 10:15:00.0	ck0001540305-20181127.xml	1	
0000894189-18-006560	1511699	MANAGED PORTFOLIO SERIES	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET				000000000				20181128	20181128	485BPOS	20181130	2018-11-30 10:51:00.0	ck0001511699-20181126.xml	1	
0000894189-18-006605	811030	PROFESSIONALLY MANAGED PORTFOLIOS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		626-914-7363	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		US	MA	566415270	AVONDALE INVESTMENT TRUST	19910529	1031	20181128	20181128	485BPOS	20181203	2018-12-03 12:17:00.0	ck0000811030-20181116.xml	1	
0000894189-18-006680	1027596	ADVISORS SERIES TRUST	US	WI	MILWAUKEE	53202	U.S BANCORP FUND SERVICES, LLC	615 E MICHIGAN STREET	414-765-5340	US	WI	MILWAUKEE	53202	615 E MICHIGAN STREET	MK-WI-LC2	US	DE	000000000			1031	20181128	20181128	485BPOS	20181206	2018-12-06 15:17:00.0	ck0001027596-20181128.xml	1	
0000894189-18-006762	1261788	TRUST FOR ADVISED PORTFOLIOS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN STREET		US	DE	000000000	ZIEGLER CAPITAL MANAGEMENT INVESTMENT TRUST	20130128		20180731	20181130	497	20181211	2018-12-11 15:38:00.0	ck0001261788-20181130.xml	1	
0000894189-18-006768	1604813	TRIMTABS ETF TRUST	US	NY	NEW YORK	10105	1345 AVENUE OF THE AMERICAS	2ND FLOOR	1-646-380-2499	US	NY	NEW YORK	10105	1345 AVENUE OF THE AMERICAS	2ND FLOOR	US	DE	000000000	TRIMTABS EFT TRUST	20140404	0930	20181130	20181130	485BPOS	20181212	2018-12-12 12:28:00.0	ck0001604813-20181120.xml	1	
0000894189-18-006776	1027596	ADVISORS SERIES TRUST	US	WI	MILWAUKEE	53202	U.S BANCORP FUND SERVICES, LLC	615 E MICHIGAN STREET	414-765-5340	US	WI	MILWAUKEE	53202	615 E MICHIGAN STREET	MK-WI-LC2	US	DE	000000000			1031	20180330	20181130	497	20181212	2018-12-12 16:12:00.0	ck0001027596-20181130.xml	1	
0000894189-18-006790	1282693	BAIRD FUNDS INC	US	WI	MILWAUKEE	53202	777 EAST WISCONSIN AVENUE		414-765-3500	US	WI	MILWAUKEE	53202	777 EAST WISCONSIN AVENUE		US	WI	000000000			1231	20180501	20181130	497	20181213	2018-12-13 15:54:00.0	ck0001282693-20181130.xml	1	
0000894189-18-006890	1014913	FRONTIER FUNDS, INC.	US	WI	MILWAUKEE	53202	U.S. BANCORP FUND SERVICES, LLC	615 EAST MICHIGAN STREET, THIRD FLOOR	1-888-825-2100	US	IL	NORTHBROOK	60062	400 SKOKIE BLVD	SUITE 500	US	MD	364104131	FRONTEGRA FUNDS INC	19960520	0630	20181217	20181217	485BPOS	20181221	2018-12-21 10:25:00.0	ck0001014913-20181214.xml	1	
0000894189-18-006903	1612930	ANGEL OAK FUNDS TRUST	US	GA	ATLANTA	30305	ONE BUCKHEAD PLAZA	3060 PEACHTREE ROAD NW, SUITE 500	404-953-4900	US	GA	ATLANTA	30305	ONE BUCKHEAD PLAZA	3060 PEACHTREE ROAD NW, SUITE 500	US	DE	000000000			0131	20180531	20181214	497	20181221	2018-12-21 13:33:00.0	ck0001612930-20181214.xml	1	
0000894189-18-006921	277585	BARRETT OPPORTUNITY FUND, INC.	US	NY	NEW YORK	10016	BARRETT ASSET MANAGEMENT, LLC	90 PARK AVENUE	212-983-5080	US	NY	NEW YORK	10016	BARRETT ASSET MANAGEMENT, LLC	90 PARK AVENUE	US	MD	132967825	SALOMON BROTHERS OPPORTUNITY FUND INC	19920703	0831	20181229	20181229	485BPOS	20181221	2018-12-21 17:06:00.0	ck0000277585-20181217.xml	1	
0000894189-18-007036	1540305	ETF SERIES SOLUTIONS	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		414-287-3700	US	WI	MILWAUKEE	53202	615 EAST MICHIGAN ST		US	DE	000000000			1112	20181207	20181207	485BPOS	20181231	2018-12-31 12:42:00.0	ck0001540305-20181207.xml	1	
0000897101-18-001007	1420040	DUNHAM FUNDS	US	CA	SAN DIEGO	92121	10251 VISTA SORRENTO PARKWAY	SUITE 200	858-964-0500	US	CA	SAN DIEGO	92121	10251 VISTA SORRENTO PARKWAY	SUITE 200			000000000				20180227	20181005	497	20181018	2018-10-18 09:26:00.0	cik0001420040-20181005.xml	1	
0000897101-18-001149	356134	FIRST AMERICAN FUNDS INC	US	MN	MINNEAPOLIS	55440-1330	800 NICOLLET MALL	BC- MN-H04N	612-303-7987	US	MN	MINNEAPOLIS	55402	800 NICOLLET MALL	BC-MN-H04N	US	MN	411418224	FIRST AMERICAN MONEY FUND INC	19900603	0831	20181030	20181030	485BPOS	20181119	2018-11-19 15:24:00.0	faf-20181030.xml	1	
0000897469-18-000014	897469	DREYFUS INTERNATIONAL FUNDS, INC.	US	NY	NEW YORK	10166	200 PARK AVENUE	C/O DREYFUS CORPORATION	2129226400	US	NY	NEW YORK	10166	DREYFUS CORP	200 PARK AVENUE	US	MD	133718039	DREYFUS INTERNATIONAL FUNDS INC	19960626	0531	20180928	20180928	485BPOS	20181010	2018-10-10 15:27:00.0	ck0000897469-20180927.xml	1	
0000898432-18-001133	1317474	NEUBERGER BERMAN ALTERNATIVE FUNDS	US	NY	NEW YORK	10104	1290 AVENUE OF THE AMERICAS		(212) 476-8800	US	NY	NEW YORK	10104	1290 AVENUE OF THE AMERICAS		US	DE	000000000	NEUBERGER BERMAN INSTITUTIONAL LIQUIDITY FUNDS	20090601	1031	20180228	20181019	497	20181101	2018-11-01 11:21:00.0	nbaf-20181019.xml	1	
0000898432-18-001234	1736078	SYMMETRY PANORAMIC TRUST	US	CT	GLASTONBURY	06033	151 NATIONAL DRIVE		860-734-2075	US	CT	GLASTONBURY	06033	151 NATIONAL DRIVE		US	DE	000000000			0831	20180809	20181115	497	20181204	2018-12-04 15:51:00.0	spt-20181115.xml	1	
0000898432-18-001235	1736078	SYMMETRY PANORAMIC TRUST	US	CT	GLASTONBURY	06033	151 NATIONAL DRIVE		860-734-2075	US	CT	GLASTONBURY	06033	151 NATIONAL DRIVE		US	DE	000000000			0831	20180809	20181115	497	20181204	2018-12-04 15:58:00.0	spt-20181115.xml	1	
0000898432-18-001236	1736078	SYMMETRY PANORAMIC TRUST	US	CT	GLASTONBURY	06033	151 NATIONAL DRIVE		860-734-2075	US	CT	GLASTONBURY	06033	151 NATIONAL DRIVE		US	DE	000000000			0831	20180809	20181115	497	20181204	2018-12-04 16:02:00.0	spt-20181115.xml	1	
0000898432-18-001237	1736078	SYMMETRY PANORAMIC TRUST	US	CT	GLASTONBURY	06033	151 NATIONAL DRIVE		860-734-2075	US	CT	GLASTONBURY	06033	151 NATIONAL DRIVE		US	DE	000000000			0831	20180809	20181115	497	20181204	2018-12-04 16:06:00.0	spt-20181115.xml	1	
0000898432-18-001524	716792	FIRST INVESTORS TAX EXEMPT FUNDS	US	NY	NEW YORK	10005-1343	40 WALL STREET	10TH FLOOR	1-212-858-8000	US	NY	NEW YORK	10005	40 WALL STREET		US	DE	000000000	FIRST INVESTORS TAX EXEMPT MONEY MARKET FUND INC	19920703	1231	20180501	20181207	497	20181219	2018-12-19 14:08:00.0	fitef-20181207.xml	1	
0000898432-18-001531	1736078	SYMMETRY PANORAMIC TRUST	US	CT	GLASTONBURY	06033	151 NATIONAL DRIVE		860-734-2075	US	CT	GLASTONBURY	06033	151 NATIONAL DRIVE		US	DE	000000000			0831	20180809	20181207	497	20181220	2018-12-20 16:17:00.0	spt-20181207.xml	1	
0000898432-18-001532	1736078	SYMMETRY PANORAMIC TRUST	US	CT	GLASTONBURY	06033	151 NATIONAL DRIVE		860-734-2075	US	CT	GLASTONBURY	06033	151 NATIONAL DRIVE		US	DE	000000000			0831	20180809	20181207	497	20181220	2018-12-20 16:18:00.0	spt-20181207.xml	1	
0000898432-18-001533	1736078	SYMMETRY PANORAMIC TRUST	US	CT	GLASTONBURY	06033	151 NATIONAL DRIVE		860-734-2075	US	CT	GLASTONBURY	06033	151 NATIONAL DRIVE		US	DE	000000000			0831	20180809	20181207	497	20181220	2018-12-20 16:19:00.0	spt-20181207.xml	1	
